"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
3.888754822E1,4.614734650E-2,2.665607929E-1,-2.202677727E-1
3.889005400E1,3.017139435E-2,2.427885830E-1,-2.130496502E-1
3.889255985E1,3.355884552E-2,2.482666373E-1,-2.219252586E-1
3.889506547E1,3.130245209E-2,2.465417087E-1,-2.120907307E-1
3.889757123E1,5.594253540E-3,2.328964472E-1,-1.898944378E-1
3.890007687E1,8.299827576E-3,2.518279552E-1,-1.764683723E-1
3.890258271E1,-1.230525970E-2,2.330453694E-1,-1.683340073E-1
3.890508856E1,-2.190208435E-2,2.449113727E-1,-1.691894531E-1
3.890759433E1,-2.867603302E-2,2.327237427E-1,-1.475100517E-1
3.891009998E1,-3.811168671E-2,2.185845375E-1,-1.460649967E-1
3.891260582E1,-4.181194305E-2,2.075648308E-1,-1.129646301E-1
3.891511160E1,-5.171108246E-2,1.885913014E-1,-1.156210899E-1
3.891761744E1,-4.132461548E-2,1.700424552E-1,-1.045205593E-1
3.892012303E1,-5.320072174E-2,1.771813333E-1,-1.142911911E-1
3.892262880E1,-4.585933685E-2,1.705820262E-1,-9.626269341E-2
3.892513442E1,-6.273078918E-2,1.567998827E-1,-1.218516827E-1
3.892764026E1,-6.729984283E-2,1.336834431E-1,-1.137292385E-1
3.893014605E1,-5.031490326E-2,1.170387268E-1,-7.770013809E-2
3.893265167E1,-6.433296204E-2,1.064924896E-1,-6.591892242E-2
3.893515751E1,-6.909084320E-2,1.057514250E-1,-5.634880066E-2
3.893766328E1,-6.209754944E-2,1.069661379E-1,-2.706003189E-2
3.894016912E1,-5.226898193E-2,1.260184646E-1,-1.753759384E-2
3.894267474E1,-3.633499146E-2,1.138853133E-1,-3.473758698E-2
3.894518051E1,-9.341239929E-3,1.147586107E-1,-1.568841934E-2
3.894768635E1,-2.125072479E-2,1.067468226E-1,-3.721284866E-2
3.895019220E1,-1.440811157E-2,1.062967479E-1,-3.233432770E-2
3.895269774E1,-4.817676544E-2,1.016243994E-1,-4.090452194E-2
3.895520358E1,-5.214214325E-2,1.079925001E-1,-4.361557961E-2
3.895770920E1,-6.697654724E-2,1.400085986E-1,-5.507230759E-2
3.896021506E1,-7.372093201E-2,1.255702376E-1,-4.227638245E-2
3.896272083E1,-3.253364563E-2,9.078508615E-2,-2.995371819E-2
3.896522667E1,-3.916358948E-2,6.456428766E-2,-3.086328506E-2
3.896773229E1,-2.682495117E-2,4.007649422E-2,-3.299236298E-2
3.897023805E1,-3.882503510E-2,2.102649212E-2,-4.904222488E-2
3.897274390E1,-3.834819794E-2,-7.149577141E-4,-2.394413948E-2
3.897524951E1,-4.590034485E-2,1.629203558E-2,9.982585907E-3
3.897775528E1,-4.092025757E-2,9.194791317E-3,5.119085312E-3
3.898026113E1,-4.941940308E-2,9.182989597E-3,1.829433441E-2
3.898276674E1,-4.238510132E-2,-7.691144943E-3,2.514767647E-2
3.898527251E1,-5.906486511E-2,-5.347728729E-4,7.412147522E-2
3.898777835E1,-7.320785522E-2,4.512363672E-2,1.096956730E-1
3.899028397E1,-8.278751373E-2,6.217646599E-2,8.487224579E-2
3.899278980E1,-6.070041656E-2,1.112812757E-2,1.101589203E-2
3.899529557E1,-1.198196411E-2,-3.994196653E-2,-2.149963379E-2
3.899780119E1,4.759788513E-3,-1.222000718E-1,-2.914214134E-2
3.900030703E1,3.889274597E-2,-1.671117544E-1,-7.182455063E-2
3.900281280E1,6.823635101E-2,-1.780592799E-1,-1.003627777E-1
3.900531843E1,4.701042175E-2,-1.854293346E-1,-1.226863861E-1
3.900782428E1,8.325672150E-2,-1.942387819E-1,-1.102788448E-1
3.901033005E1,7.187652588E-2,-2.096872330E-1,-1.000895500E-1
3.901283589E1,4.820728302E-2,-2.241982818E-1,-1.155772209E-1
3.901534151E1,1.986980438E-2,-2.135100365E-1,-9.535574913E-2
3.901784728E1,-1.072978973E-2,-2.255463600E-1,-4.962849617E-2
3.902035313E1,3.036975861E-2,-2.545351386E-1,-1.553082466E-2
3.902285874E1,4.461288452E-2,-2.795924544E-1,-1.850676537E-2
3.902536459E1,3.050804138E-2,-2.862811089E-1,3.901553154E-2
3.902787035E1,-1.253890991E-2,-2.890488505E-1,1.072919369E-1
3.903037596E1,-3.171634674E-2,-3.078795671E-1,1.357300282E-1
3.903288181E1,-3.684043884E-2,-2.898028493E-1,1.349942684E-1
3.903538758E1,-5.389881134E-2,-2.878463268E-1,1.367211342E-1
3.903789320E1,-4.401779175E-2,-2.878609896E-1,1.390109062E-1
3.904039907E1,-9.212493896E-4,-3.163871765E-1,1.436586380E-1
3.904290484E1,3.475666046E-2,-3.281157613E-1,1.303517818E-1
3.904541068E1,3.667736053E-2,-3.268042207E-1,1.387398243E-1
3.904791630E1,2.924728394E-2,-3.049407005E-1,1.444127560E-1
3.905042207E1,2.629852295E-2,-2.985636592E-1,1.180136204E-1
3.905292792E1,7.052040100E-2,-3.469036222E-1,8.875203133E-2
3.905543353E1,9.132099152E-2,-3.584595323E-1,1.049692631E-1
3.905793938E1,8.224105835E-2,-3.745087385E-1,1.381800175E-1
3.906044515E1,6.686496735E-2,-3.833861947E-1,1.628532410E-1
3.906295077E1,8.833217621E-2,-3.873778582E-1,1.823320389E-1
3.906545654E1,1.000099182E-1,-4.111906886E-1,2.080247402E-1
3.906796238E1,9.943199158E-2,-4.240040183E-1,2.301032543E-1
3.907046800E1,8.693981171E-2,-4.372200966E-1,2.542369366E-1
3.907297386E1,7.104587555E-2,-4.187861085E-1,2.633428574E-1
3.907547963E1,9.267807007E-2,-4.320549369E-1,2.666556835E-1
3.907798548E1,8.177661896E-2,-4.419991970E-1,2.809972763E-1
3.908049102E1,2.960300446E-2,-4.009843469E-1,2.648358345E-1
3.908299686E1,2.392196655E-2,-3.951124549E-1,2.728457451E-1
3.908550247E1,3.777885437E-2,-3.850110769E-1,2.497811317E-1
3.908800831E1,4.213523865E-2,-4.004123211E-1,2.357478142E-1
3.909051408E1,4.679679871E-2,-4.084427953E-1,2.373342514E-1
3.909301993E1,2.226924896E-2,-4.034264684E-1,2.514185905E-1
3.909552554E1,2.914237976E-2,-4.069412351E-1,2.363996506E-1
3.909803139E1,4.246044159E-2,-3.818035722E-1,2.583289146E-1
3.910053716E1,6.409072876E-2,-3.924008012E-1,2.515590191E-1
3.910304277E1,4.947853088E-2,-3.672459126E-1,2.543451786E-1
3.910554859E1,5.110073090E-2,-3.708246350E-1,2.869708538E-1
3.910805436E1,7.908248901E-2,-4.108335972E-1,3.079116344E-1
3.911055998E1,9.979152679E-2,-4.416848421E-1,2.863078117E-1
3.911306575E1,1.211175919E-1,-4.295309782E-1,2.869791985E-1
3.911557159E1,1.329402924E-1,-4.210020304E-1,2.708973885E-1
3.911807721E1,1.372728348E-1,-4.014070630E-1,2.599053383E-1
3.912058305E1,1.632986069E-1,-3.705230355E-1,2.441844940E-1
3.912308882E1,1.597833633E-1,-3.256942034E-1,2.146778107E-1
3.912559444E1,1.630210876E-1,-3.034349680E-1,1.398167610E-1
3.912810026E1,1.766920090E-1,-2.899351120E-1,1.178562641E-1
3.913060604E1,1.820011139E-1,-3.169077039E-1,1.012051105E-1
3.913311188E1,1.818265915E-1,-3.490968347E-1,8.649110794E-2
3.913561750E1,1.801452637E-1,-3.081405163E-1,1.077516079E-1
3.913812327E1,1.888561249E-1,-3.027176261E-1,1.237070560E-1
3.914062910E1,1.819505692E-1,-2.788254619E-1,1.217305660E-1
3.914313472E1,1.771526337E-1,-2.630802989E-1,1.217372417E-1
3.914564056E1,1.748409271E-1,-2.586742043E-1,1.415922642E-1
3.914814633E1,1.574487686E-1,-2.572479248E-1,1.166095734E-1
3.915065193E1,1.335935593E-1,-2.244066596E-1,1.075925827E-1
3.915315778E1,1.404848099E-1,-2.161629200E-1,5.597639084E-2
3.915566355E1,1.317176819E-1,-2.196727395E-1,5.920314789E-2
3.915816916E1,1.369400024E-1,-2.299506068E-1,2.546191216E-2
3.916067501E1,1.270217896E-1,-2.286979556E-1,4.163026810E-3
3.916318078E1,1.101732254E-1,-2.218700051E-1,1.340675354E-2
3.916568663E1,1.033258438E-1,-2.037472725E-1,-2.269792557E-2
3.916819224E1,7.730484009E-2,-1.816186905E-1,-2.468800545E-2
3.917069801E1,7.058620453E-2,-1.870025396E-1,1.335525513E-2
3.917320385E1,4.858398438E-2,-1.905792356E-1,4.182815552E-3
3.917570947E1,2.274513245E-2,-1.886922121E-1,4.063606262E-3
3.917821524E1,2.659511566E-2,-1.860218644E-1,2.400183678E-2
3.918072109E1,2.464580536E-2,-1.720718741E-1,3.210186958E-2
3.918322671E1,1.459503174E-2,-1.641218662E-1,4.605197906E-2
3.918573255E1,2.940082550E-2,-1.549504995E-1,4.514408112E-2
3.918823832E1,2.930068970E-2,-1.873475909E-1,5.851387978E-2
3.919074395E1,-1.649856567E-3,-1.849699020E-1,1.799798012E-2
3.919324979E1,-1.668071747E-2,-1.776938438E-1,1.447367668E-2
3.919575556E1,-3.758525848E-2,-1.643397212E-1,2.431797981E-2
3.919826141E1,-1.863288879E-2,-1.728507876E-1,3.311920166E-2
3.920076705E1,-4.280853271E-2,-1.799850464E-1,5.630660057E-2
3.920327282E1,-3.088855743E-2,-1.577925682E-1,7.791256905E-2
3.920577866E1,-2.903842926E-2,-1.322768927E-1,6.994867325E-2
3.920828428E1,-1.722431183E-2,-1.263690591E-1,1.003515720E-1
3.921079002E1,-1.950836182E-2,-1.129676104E-1,6.856489182E-2
3.921329587E1,-2.471637726E-2,-1.160653830E-1,8.855414391E-2
3.921580149E1,-2.666664124E-2,-1.300154328E-1,7.955408096E-2
3.921830733E1,-1.778411865E-2,-1.096801162E-1,6.697297096E-2
3.922081310E1,-3.187465668E-2,-8.234387636E-2,5.173087120E-2
3.922331871E1,-2.972507477E-2,-7.834243774E-2,5.673694611E-2
3.922582455E1,-3.674888611E-2,-7.086449862E-2,2.367877960E-2
3.922833033E1,-2.940082550E-2,-7.973122597E-2,-4.928112030E-3
3.923083617E1,-3.625774384E-2,-7.603722811E-2,-2.351403236E-2
3.923334180E1,-2.595043182E-2,-6.843215227E-2,-4.014921188E-2
3.923584756E1,-3.559398651E-2,-6.751692295E-2,-4.627943039E-2
3.923835341E1,-5.424022675E-2,-5.290287733E-2,-8.141756058E-2
3.924085903E1,-6.361484528E-2,-4.733598232E-2,-8.539366722E-2
3.924336479E1,-4.321479797E-2,-4.876011610E-2,-8.637905121E-2
3.924587064E1,-5.467605591E-2,-6.513422728E-2,-9.529995918E-2
3.924837625E1,-7.417488098E-2,-6.648719311E-2,-9.435749054E-2
3.925088210E1,-7.773113251E-2,-8.084291220E-2,-9.826326370E-2
3.925338788E1,-6.122016907E-2,-9.391504526E-2,-8.730316162E-2
3.925589349E1,-5.093002319E-2,-8.817219734E-2,-6.553316116E-2
3.925839934E1,-6.754970551E-2,-7.371807098E-2,-5.286049843E-2
3.926090511E1,-4.024505615E-2,-8.283370733E-2,-4.930186272E-2
3.926341095E1,-3.997135162E-2,-7.717210054E-2,-4.385471344E-2
3.926591660E1,-5.972957611E-2,-8.386486769E-2,-2.246546745E-2
3.926842237E1,-5.156803131E-2,-8.108717203E-2,-2.705931664E-2
3.927092821E1,-5.436038971E-2,-8.776724339E-2,-1.464843750E-2
3.927343383E1,-5.417728424E-2,-8.408069611E-2,-1.945543289E-2
3.927593961E1,-4.200363159E-2,-8.174085617E-2,-2.026557922E-3
3.927844546E1,-1.483726501E-2,-7.096266747E-2,-1.888799667E-2
3.928095108E1,1.427650452E-3,-6.155294180E-2,-2.040624619E-2
3.928345692E1,-3.437995911E-3,-8.184778690E-2,-4.895377159E-2
3.928596270E1,-3.200531006E-3,-6.741660833E-2,-3.350090981E-2
3.928846832E1,1.198482513E-2,-7.671874762E-2,-4.818558693E-2
3.929097416E1,3.613948822E-2,-7.344931364E-2,-5.686926842E-2
3.929347993E1,1.443195343E-2,-6.604558229E-2,-5.652713776E-2
3.929598555E1,-4.319190979E-3,-6.352984905E-2,-5.890417099E-2
3.929849131E1,5.946159363E-3,-4.621291161E-2,-6.057167053E-2
3.930099716E1,6.244659424E-3,-5.498206615E-2,-5.480647087E-2
3.930350278E1,1.337242126E-2,-4.073220491E-2,-7.338118553E-2
3.930600861E1,1.879787445E-2,-4.258805513E-2,-7.067799568E-2
3.930851438E1,2.284526825E-2,-5.017244816E-2,-4.835510254E-2
3.931102023E1,1.623821259E-2,-5.689692497E-2,-5.073213577E-2
3.931352584E1,2.332687378E-2,-7.034260035E-2,-6.238698959E-2
3.931603172E1,4.366683960E-2,-7.310760021E-2,-6.891775131E-2
3.931853750E1,4.080963135E-2,-5.281740427E-2,-5.860114098E-2
3.932104311E1,4.791927338E-2,-7.957589626E-2,-6.820893288E-2
3.932354895E1,5.318355560E-2,-5.524754524E-2,-7.479047775E-2
3.932605473E1,4.137897491E-2,-6.020206213E-2,-8.437347412E-2
3.932856058E1,4.847145081E-2,-7.384628057E-2,-7.906723022E-2
3.933106612E1,4.855918884E-2,-7.570332289E-2,-5.982708931E-2
3.933357196E1,6.065464020E-2,-6.823599339E-2,-4.964089394E-2
3.933607760E1,7.258224487E-2,-4.967951775E-2,-2.378940582E-2
3.933858344E1,9.461116791E-2,-3.243297338E-2,-2.581858635E-2
3.934108921E1,9.150600433E-2,-3.099787235E-2,-2.595615387E-2
3.934359483E1,1.035232544E-1,-3.280967474E-2,-4.499840736E-2
3.934610065E1,8.949947357E-2,-3.341436386E-2,-4.999184608E-2
3.934860642E1,7.547283173E-2,-1.640355587E-2,-5.987358093E-2
3.935111204E1,7.241821289E-2,-1.011085510E-2,-8.384704590E-2
3.935361788E1,3.467369080E-2,-1.118421555E-3,-9.235453606E-2
3.935612364E1,5.861663818E-2,1.090586185E-3,-8.331751823E-2
3.935862949E1,6.855869293E-2,-1.163744926E-2,-9.541320801E-2
3.936113510E1,7.070350647E-2,-2.659201622E-3,-1.110045910E-1
3.936364095E1,5.361366272E-2,1.341050863E-2,-1.040840149E-1
3.936614672E1,2.478218079E-2,1.330077648E-2,-1.104712486E-1
3.936865233E1,-6.141662598E-3,1.736795902E-2,-9.623980522E-2
3.937115818E1,-1.479530334E-2,7.415115833E-3,-9.540796280E-2
3.937366395E1,-7.538795471E-3,3.118097782E-2,-1.185109615E-1
3.937616956E1,-1.245117188E-2,4.003131390E-2,-1.252477169E-1
3.937867541E1,-5.041122437E-3,3.481781483E-2,-1.243252754E-1
3.938118118E1,2.883434296E-2,2.904629707E-2,-1.552648544E-1
3.938368679E1,2.423191071E-2,1.990091801E-2,-1.473605633E-1
3.938619264E1,2.401161194E-2,3.098076582E-2,-1.026875973E-1
3.938869841E1,2.923202515E-2,1.078927517E-2,-1.159729958E-1
3.939120421E1,1.009464264E-2,2.009397745E-2,-1.094751358E-1
3.939370983E1,2.300262451E-3,4.182583094E-2,-1.106410027E-1
3.939621560E1,-4.817008972E-3,2.906304598E-2,-1.109828949E-1
3.939872144E1,-1.342868805E-2,2.080786228E-2,-1.200768948E-1
3.940122704E1,-3.262805939E-2,3.493279219E-2,-1.052484512E-1
3.940373288E1,-2.814865112E-2,1.784664392E-2,-1.121478081E-1
3.940623865E1,-2.528381348E-2,3.405863047E-2,-1.283617020E-1
3.940874427E1,-1.593780518E-2,3.080397844E-2,-1.013886929E-1
3.941125009E1,-1.187324524E-3,3.307682276E-2,-1.088659763E-1
3.941375586E1,2.014827728E-2,2.092093229E-2,-1.390872002E-1
3.941626148E1,2.972030640E-2,3.459870815E-3,-1.237092018E-1
3.941876732E1,2.936458588E-2,2.853274345E-3,-1.164820194E-1
3.942127310E1,-1.190185547E-3,-1.606738567E-2,-1.086390018E-1
3.942377894E1,-1.281452179E-2,-4.021465778E-3,-1.107554436E-1
3.942628456E1,-6.412792206E-2,1.236015558E-2,-7.729697227E-2
3.942879032E1,-7.091903687E-2,-7.634043694E-3,-5.570673943E-2
3.943129617E1,-6.406021118E-2,-1.010620594E-2,-6.504702568E-2
3.943380179E1,-7.575035095E-2,-2.188450098E-2,-6.736254692E-2
3.943630760E1,-9.493637085E-2,-5.441129208E-3,-6.967973709E-2
3.943881337E1,-7.072353363E-2,1.162332296E-2,-4.710698128E-2
3.944131899E1,-4.683017731E-2,-1.975536346E-2,-5.524206161E-2
3.944382483E1,-4.656505585E-2,-3.933650255E-2,-4.975104332E-2
3.944633060E1,-8.458232880E-2,-1.791095734E-2,-2.579879761E-2
3.944883644E1,-1.324481964E-1,2.700519562E-2,-8.512735367E-3
3.945134206E1,-1.496019363E-1,1.934629679E-2,1.551628113E-2
3.945384783E1,-1.444406509E-1,1.424223185E-2,2.976989746E-2
3.945635367E1,-1.343765259E-1,1.179873943E-2,6.253480911E-3
3.945885928E1,-1.253070831E-1,4.785716534E-3,2.141952515E-2
3.946136505E1,-1.150083542E-1,-5.378127098E-4,3.107881546E-2
3.946387090E1,-1.369819641E-1,-2.433758974E-2,2.912902832E-2
3.946637651E1,-1.725263596E-1,-2.660721540E-2,5.426621437E-2
3.946888235E1,-1.548767090E-1,9.079933167E-3,7.273459435E-2
3.947138812E1,-1.479339600E-1,-5.819082260E-3,4.581689835E-2
3.947389374E1,-1.088304520E-1,-1.974022388E-2,1.001739502E-2
3.947639959E1,-9.907150269E-2,-3.678947687E-2,1.873302460E-2
3.947890536E1,-8.901023865E-2,-1.966834068E-2,3.883123398E-2
3.948141120E1,-8.329486847E-2,-2.176725864E-2,4.067397118E-2
3.948391674E1,-6.907749176E-2,-5.329495668E-2,1.852512360E-3
3.948642257E1,-5.421829224E-2,-4.849863052E-2,2.098584175E-2
3.948892819E1,-7.325458527E-2,-1.729041338E-2,3.103590012E-2
3.949143404E1,-3.820514679E-2,-7.946550846E-3,-5.335807800E-4
3.949393981E1,-1.708507538E-2,9.085178375E-3,-2.618432045E-2
3.949644564E1,2.943038940E-3,3.320574760E-3,-1.173448563E-2
3.949895125E1,2.190971375E-2,3.277599812E-3,-3.062009811E-2
3.950145710E1,1.106929779E-2,2.574741840E-3,-7.573890686E-2
3.950396287E1,-1.454734802E-2,7.622122765E-3,-8.993840218E-2
3.950646848E1,-3.225898743E-2,4.241484404E-2,-1.105430126E-1
3.950897432E1,-2.667236328E-2,2.720791101E-2,-1.403968334E-1
3.951148009E1,-2.832794189E-2,5.350112915E-3,-1.439576149E-1
3.951398594E1,-1.587009430E-2,3.599393368E-2,-1.479368210E-1
3.951649148E1,1.231575012E-2,3.006470203E-2,-1.608388424E-1
3.951899733E1,2.664947510E-2,3.477770090E-2,-1.679902077E-1
3.952150295E1,1.381969452E-2,2.174305916E-2,-1.690454483E-1
3.952400880E1,1.809787750E-2,2.158832550E-2,-1.522266865E-1
3.952651457E1,-6.869316101E-3,4.946386814E-2,-1.205694675E-1
3.952902018E1,5.418777466E-3,5.800563097E-2,-1.078071594E-1
3.953152603E1,-1.268005371E-2,2.795886993E-2,-1.154241562E-1
3.953403180E1,-5.320358276E-2,5.452221632E-2,-1.063892841E-1
3.953653764E1,-3.736591339E-2,4.132324457E-2,-8.318543434E-2
3.953904325E1,-6.400871277E-2,4.609793425E-2,-9.128713608E-2
3.954154902E1,-5.604743958E-2,5.600601435E-2,-1.178874969E-1
3.954405487E1,-3.860855103E-2,6.733357906E-2,-1.146502495E-1
3.954656048E1,-2.283000946E-2,4.351550341E-2,-1.366617680E-1
3.954906626E1,-8.521080017E-3,3.514051437E-2,-1.167161465E-1
3.955157211E1,-5.867004395E-3,8.830130100E-3,-8.835220337E-2
3.955407772E1,1.128387451E-2,-8.047521114E-3,-6.690478325E-2
3.955658357E1,-9.347915649E-3,1.475036144E-3,-4.601383209E-2
3.955908937E1,-3.601455688E-2,1.498919725E-2,-3.611588478E-2
3.956159499E1,-5.990123749E-2,4.172629118E-2,-2.169823647E-2
3.956410083E1,-4.280185699E-2,3.338998556E-2,-3.540110588E-2
3.956660661E1,-2.051830292E-2,2.082389593E-2,-2.769112587E-2
3.956911246E1,-2.524089813E-2,1.346009970E-2,-2.211856842E-2
3.957161808E1,-2.519798279E-2,-7.458508015E-3,1.502037048E-5
3.957412384E1,-6.259918213E-3,-1.925247908E-2,-2.938985825E-3
3.957662969E1,3.816604614E-3,-2.245676517E-2,1.621317863E-2
3.957913531E1,-2.807903290E-2,-1.080811024E-2,3.830623627E-2
3.958164108E1,5.744934082E-3,8.006036282E-3,1.415562630E-2
3.958414693E1,3.700256348E-3,1.298081875E-2,2.101039886E-2
3.958665254E1,-4.181861877E-3,5.560338497E-3,3.129482269E-2
3.958915839E1,1.564598083E-2,-1.336592436E-2,2.588272095E-2
3.959166415E1,3.849983215E-3,-1.365512609E-2,7.517337799E-3
3.959416977E1,-1.311111450E-2,7.304906845E-3,7.494688034E-3
3.959667561E1,4.056930542E-3,-5.008578300E-3,1.497340202E-2
3.959918138E1,1.612472534E-2,-2.074670792E-2,-2.285337448E-2
3.960168724E1,2.346324921E-2,-5.037963390E-3,-8.191347122E-3
3.960419286E1,2.049446106E-2,4.956483841E-3,-2.010464668E-2
3.960669862E1,4.724502563E-3,3.332656622E-2,-1.228570938E-2
3.960920447E1,1.769065857E-3,2.319288254E-2,-1.708650589E-2
3.961171009E1,-1.185131073E-2,2.770590782E-2,-1.127576828E-2
3.961421585E1,-6.862640381E-3,7.203185558E-2,-2.305579185E-2
3.961672170E1,1.751518250E-2,4.372578859E-2,-4.807639122E-2
3.961922732E1,4.370021820E-2,2.466112375E-2,-2.154421806E-2
3.962173316E1,4.063320160E-2,3.634840250E-2,-4.687786102E-3
3.962423892E1,6.446933746E-2,4.691338539E-2,1.706027985E-2
3.962674454E1,6.453227997E-2,4.462414980E-2,1.727724075E-2
3.962925038E1,6.444740295E-2,3.727257252E-2,-6.858110428E-3
3.963175615E1,6.750011444E-2,6.077075005E-2,9.413242340E-3
3.963426203E1,8.145332336E-2,5.541336536E-2,5.107402802E-3
3.963676765E1,8.849048615E-2,8.069115877E-2,-1.648402214E-2
3.963927342E1,1.003818512E-1,7.313376665E-2,-1.664137840E-2
3.964177926E1,1.055335999E-1,6.063210964E-2,-4.421472549E-3
3.964428489E1,1.193351746E-1,6.721889973E-2,-6.617307663E-3
3.964679073E1,1.003198624E-1,6.464654207E-2,-6.418704987E-3
3.964929650E1,9.327125549E-2,8.801877499E-2,-4.678964615E-3
3.965180212E1,8.417510986E-2,8.499962091E-2,3.814697266E-4
3.965430795E1,9.789943695E-2,1.082363725E-1,1.696133614E-2
3.965681372E1,6.365680695E-2,1.280971169E-1,4.742860794E-3
3.965931934E1,4.958057404E-2,1.410770416E-1,-1.227641106E-2
3.966182518E1,5.941295624E-2,1.517274976E-1,4.441499710E-3
3.966433096E1,6.606674194E-2,1.296899915E-1,2.312183380E-2
3.966683680E1,8.671665192E-2,1.355040669E-1,2.942657471E-2
3.966934242E1,7.744693756E-2,1.295469403E-1,2.900052071E-2
3.967184819E1,7.407951355E-2,1.524030566E-1,3.047752380E-2
3.967435402E1,2.571868896E-2,1.658866405E-1,5.184030533E-2
3.967685964E1,-5.121231079E-4,1.835086346E-1,5.356502533E-2
3.967936549E1,-1.978397369E-2,1.861006021E-1,4.626417160E-2
3.968187126E1,-2.679729462E-2,2.049583793E-1,3.919100761E-2
3.968437687E1,-5.093193054E-2,1.866797209E-1,3.416323662E-2
3.968688271E1,-7.992267609E-2,1.927028298E-1,2.966904640E-2
3.968938848E1,-6.801509857E-2,2.054104805E-1,2.265763283E-2
3.969189410E1,-5.776023865E-2,1.923832893E-1,1.132988930E-2
3.969439994E1,-4.882335663E-2,1.772630811E-1,6.464481354E-3
3.969690573E1,-3.642177582E-2,1.503520012E-1,-2.540826797E-2
3.969941157E1,-2.943325043E-2,1.511814594E-1,6.196498871E-4
3.970191719E1,-2.898883820E-2,1.333826184E-1,-1.213717461E-2
3.970442296E1,-1.645469666E-2,1.303437352E-1,-3.276705742E-2
3.970692881E1,-2.336883545E-2,1.193631887E-1,-5.323052406E-2
3.970943443E1,-1.120662689E-2,1.041620970E-1,-5.564069748E-2
3.971194019E1,-1.069259644E-2,1.292973757E-1,-2.726197243E-2
3.971444604E1,-1.030635834E-2,1.246166825E-1,2.880430222E-2
3.971695162E1,-2.244281769E-2,1.545267105E-1,2.166891098E-2
3.971945746E1,-2.452087402E-2,1.583294272E-1,2.158427238E-2
3.972196323E1,-1.919364929E-2,1.496335864E-1,1.766204834E-2
3.972446908E1,-2.726459503E-2,1.296569705E-1,2.655887604E-2
3.972697460E1,1.204395294E-2,1.271218061E-1,4.733920097E-2
3.972948045E1,3.296375275E-2,1.071561575E-1,-1.267862320E-2
3.973198607E1,4.556274414E-2,1.138637066E-1,-2.816271782E-2
3.973449191E1,4.553031921E-2,1.010944247E-1,-3.018879890E-2
3.973699766E1,4.418563843E-2,1.028007269E-1,-4.835033417E-2
3.973950327E1,3.510093689E-2,8.561980724E-2,-5.346846581E-2
3.974200912E1,4.209327698E-2,6.205433607E-2,-6.515836716E-2
3.974451489E1,5.928802490E-2,7.354176044E-2,-7.879042625E-2
3.974702071E1,4.829311371E-2,8.048182726E-2,-1.263923645E-1
3.974952633E1,6.047058105E-2,6.310701370E-2,-1.119489670E-1
3.975203218E1,5.628299713E-2,4.908102751E-2,-1.318964958E-1
3.975453795E1,4.063320160E-2,4.086172581E-2,-1.212203503E-1
3.975704355E1,-1.519203186E-3,3.184884787E-2,-9.019279480E-2
3.975954931E1,-1.269435883E-2,3.885996342E-2,-6.217837334E-2
3.976205516E1,-3.451347351E-3,9.682178497E-3,-7.165050507E-2
3.976456078E1,2.827358246E-2,-3.872096539E-3,-9.116983414E-2
3.976706664E1,4.742050171E-2,-2.279931307E-2,-1.126768589E-1
3.976957241E1,8.166122437E-2,-8.235979080E-2,-1.022691727E-1
3.977207802E1,5.623245239E-2,-8.660495281E-2,-8.020186424E-2
3.977458387E1,2.238178253E-2,-8.596533537E-2,-5.781102180E-2
3.977708964E1,2.081394196E-2,-7.537508011E-2,-1.908898354E-2
3.977959523E1,2.801036835E-2,-9.185349941E-2,-6.521463394E-3
3.978210107E1,2.111530304E-2,-9.791922569E-2,1.027584076E-2
3.978460684E1,1.619720459E-2,-8.050131798E-2,8.654117584E-3
3.978711269E1,1.619911194E-2,-9.658896923E-2,1.254463196E-2
3.978961830E1,-5.627632141E-3,-1.312326193E-1,1.245355606E-2
3.979212406E1,-9.433746338E-3,-1.254270077E-1,2.080559731E-2
3.979462991E1,6.672859192E-3,-1.325931549E-1,5.377483368E-2
3.979713553E1,9.561538696E-3,-1.352918148E-1,5.131983757E-2
3.979964136E1,-7.628440857E-3,-1.271834970E-1,5.780649185E-2
